transaction_id,customer_id,segment,customer_age_days,lifetime_successful_txns,lifetime_failed_txns,risk_score,amount,failure_type,payment_method,attempt_number,is_subscription,contact_fatigue_score,action,true_prob_HIDDEN,outcome,failure_action,segment_action,event_type,split
5705,753,b2c_new,467,6,0,0.1835,2830.33,network_timeout,card,2,False,0.3,reminder,0.1833,0,network_timeout__reminder,b2c_new__reminder,repeated_payment_failure,val
5705,753,b2c_new,467,6,0,0.1835,2830.33,network_timeout,card,2,False,0.3,payment_link,0.1972,0,network_timeout__payment_link,b2c_new__payment_link,repeated_payment_failure,val
274,1237,b2c_new,205,6,2,0.3101,2359.49,temporary_bank_decline,card,1,False,0.0,discount,0.4674,1,temporary_bank_decline__discount,b2c_new__discount,temporary_payment_failure,train
274,1237,b2c_new,205,6,2,0.3101,2359.49,temporary_bank_decline,card,1,False,0.0,wait,0.1396,0,temporary_bank_decline__wait,b2c_new__wait,temporary_payment_failure,train
274,1237,b2c_new,205,6,2,0.3101,2359.49,temporary_bank_decline,card,1,False,0.0,close,0.0915,0,temporary_bank_decline__close,b2c_new__close,temporary_payment_failure,train
274,1237,b2c_new,205,6,2,0.3101,2359.49,temporary_bank_decline,card,1,False,0.0,retry,0.0822,0,temporary_bank_decline__retry,b2c_new__retry,temporary_payment_failure,train
274,1237,b2c_new,205,6,2,0.3101,2359.49,temporary_bank_decline,card,1,False,0.0,reminder,0.1457,1,temporary_bank_decline__reminder,b2c_new__reminder,temporary_payment_failure,train
274,1237,b2c_new,205,6,2,0.3101,2359.49,temporary_bank_decline,card,1,False,0.0,payment_link,0.2695,0,temporary_bank_decline__payment_link,b2c_new__payment_link,temporary_payment_failure,train
6658,1016,b2c_new,252,6,1,0.3403,1954.76,temporary_bank_decline,netbanking,1,False,0.0,discount,0.3734,0,temporary_bank_decline__discount,b2c_new__discount,temporary_payment_failure,val
6658,1016,b2c_new,252,6,1,0.3403,1954.76,temporary_bank_decline,netbanking,1,False,0.0,wait,0.0914,0,temporary_bank_decline__wait,b2c_new__wait,temporary_payment_failure,val
6658,1016,b2c_new,252,6,1,0.3403,1954.76,temporary_bank_decline,netbanking,1,False,0.0,close,0.142,0,temporary_bank_decline__close,b2c_new__close,temporary_payment_failure,val
6658,1016,b2c_new,252,6,1,0.3403,1954.76,temporary_bank_decline,netbanking,1,False,0.0,retry,0.3136,0,temporary_bank_decline__retry,b2c_new__retry,temporary_payment_failure,val
6658,1016,b2c_new,252,6,1,0.3403,1954.76,temporary_bank_decline,netbanking,1,False,0.0,reminder,0.1698,0,temporary_bank_decline__reminder,b2c_new__reminder,temporary_payment_failure,val
6658,1016,b2c_new,252,6,1,0.3403,1954.76,temporary_bank_decline,netbanking,1,False,0.0,payment_link,0.4756,1,temporary_bank_decline__payment_link,b2c_new__payment_link,temporary_payment_failure,val
8038,2255,b2b,184,7,0,0.2452,29423.57,customer_abandoned,card,1,False,0.0,discount,0.0156,0,customer_abandoned__discount,b2b__discount,checkout_abandonment,train
8038,2255,b2b,184,7,0,0.2452,29423.57,customer_abandoned,card,1,False,0.0,wait,0.0094,0,customer_abandoned__wait,b2b__wait,checkout_abandonment,train
8038,2255,b2b,184,7,0,0.2452,29423.57,customer_abandoned,card,1,False,0.0,close,0.0597,0,customer_abandoned__close,b2b__close,checkout_abandonment,train
8038,2255,b2b,184,7,0,0.2452,29423.57,customer_abandoned,card,1,False,0.0,reminder,0.0429,0,customer_abandoned__reminder,b2b__reminder,checkout_abandonment,train
8038,2255,b2b,184,7,0,0.2452,29423.57,customer_abandoned,card,1,False,0.0,payment_link,0.0486,0,customer_abandoned__payment_link,b2b__payment_link,checkout_abandonment,train
7402,2462,b2c_returning,510,8,3,0.1128,1185.85,temporary_bank_decline,card,3,False,0.6,discount,0.1804,0,temporary_bank_decline__discount,b2c_returning__discount,repeated_payment_failure,train
7402,2462,b2c_returning,510,8,3,0.1128,1185.85,temporary_bank_decline,card,3,False,0.6,wait,0.1236,0,temporary_bank_decline__wait,b2c_returning__wait,repeated_payment_failure,train
7402,2462,b2c_returning,510,8,3,0.1128,1185.85,temporary_bank_decline,card,3,False,0.6,close,0.0917,0,temporary_bank_decline__close,b2c_returning__close,repeated_payment_failure,train
7402,2462,b2c_returning,510,8,3,0.1128,1185.85,temporary_bank_decline,card,3,False,0.6,retry,0.3533,0,temporary_bank_decline__retry,b2c_returning__retry,repeated_payment_failure,train
7402,2462,b2c_returning,510,8,3,0.1128,1185.85,temporary_bank_decline,card,3,False,0.6,reminder,0.199,0,temporary_bank_decline__reminder,b2c_returning__reminder,repeated_payment_failure,train
7402,2462,b2c_returning,510,8,3,0.1128,1185.85,temporary_bank_decline,card,3,False,0.6,payment_link,0.3514,1,temporary_bank_decline__payment_link,b2c_returning__payment_link,repeated_payment_failure,train
8959,259,b2c_new,70,1,1,0.0434,1567.32,card_expired,upi,1,False,0.0,discount,0.0645,0,card_expired__discount,b2c_new__discount,temporary_payment_failure,train
8959,259,b2c_new,70,1,1,0.0434,1567.32,card_expired,upi,1,False,0.0,wait,0.0324,0,card_expired__wait,b2c_new__wait,temporary_payment_failure,train
8959,259,b2c_new,70,1,1,0.0434,1567.32,card_expired,upi,1,False,0.0,close,0.0309,0,card_expired__close,b2c_new__close,temporary_payment_failure,train
8959,259,b2c_new,70,1,1,0.0434,1567.32,card_expired,upi,1,False,0.0,reminder,0.0929,0,card_expired__reminder,b2c_new__reminder,temporary_payment_failure,train
8959,259,b2c_new,70,1,1,0.0434,1567.32,card_expired,upi,1,False,0.0,payment_link,0.0652,0,card_expired__payment_link,b2c_new__payment_link,temporary_payment_failure,train
4775,1408,b2c_new,100,2,0,0.1432,5603.66,card_expired,card,1,False,0.0,discount,0.0137,0,card_expired__discount,b2c_new__discount,temporary_payment_failure,train
4775,1408,b2c_new,100,2,0,0.1432,5603.66,card_expired,card,1,False,0.0,wait,0.0213,0,card_expired__wait,b2c_new__wait,temporary_payment_failure,train
4775,1408,b2c_new,100,2,0,0.1432,5603.66,card_expired,card,1,False,0.0,close,0.0185,0,card_expired__close,b2c_new__close,temporary_payment_failure,train
4775,1408,b2c_new,100,2,0,0.1432,5603.66,card_expired,card,1,False,0.0,reminder,0.0233,0,card_expired__reminder,b2c_new__reminder,temporary_payment_failure,train
4775,1408,b2c_new,100,2,0,0.1432,5603.66,card_expired,card,1,False,0.0,payment_link,0.0867,0,card_expired__payment_link,b2c_new__payment_link,temporary_payment_failure,train
254,1070,b2c_new,69,1,0,0.2035,2212.53,temporary_bank_decline,wallet,1,False,0.0,discount,0.1737,0,temporary_bank_decline__discount,b2c_new__discount,temporary_payment_failure,train
254,1070,b2c_new,69,1,0,0.2035,2212.53,temporary_bank_decline,wallet,1,False,0.0,wait,0.1848,0,temporary_bank_decline__wait,b2c_new__wait,temporary_payment_failure,train
254,1070,b2c_new,69,1,0,0.2035,2212.53,temporary_bank_decline,wallet,1,False,0.0,close,0.2536,1,temporary_bank_decline__close,b2c_new__close,temporary_payment_failure,train
254,1070,b2c_new,69,1,0,0.2035,2212.53,temporary_bank_decline,wallet,1,False,0.0,retry,0.3314,1,temporary_bank_decline__retry,b2c_new__retry,temporary_payment_failure,train
254,1070,b2c_new,69,1,0,0.2035,2212.53,temporary_bank_decline,wallet,1,False,0.0,reminder,0.0686,0,temporary_bank_decline__reminder,b2c_new__reminder,temporary_payment_failure,train
254,1070,b2c_new,69,1,0,0.2035,2212.53,temporary_bank_decline,wallet,1,False,0.0,payment_link,0.2556,0,temporary_bank_decline__payment_link,b2c_new__payment_link,temporary_payment_failure,train
6084,1421,b2c_returning,530,11,4,0.2904,1895.99,temporary_bank_decline,card,2,False,0.3,discount,0.2247,1,temporary_bank_decline__discount,b2c_returning__discount,repeated_payment_failure,test
6084,1421,b2c_returning,530,11,4,0.2904,1895.99,temporary_bank_decline,card,2,False,0.3,wait,0.1061,0,temporary_bank_decline__wait,b2c_returning__wait,repeated_payment_failure,test
6084,1421,b2c_returning,530,11,4,0.2904,1895.99,temporary_bank_decline,card,2,False,0.3,close,0.279,0,temporary_bank_decline__close,b2c_returning__close,repeated_payment_failure,test
6084,1421,b2c_returning,530,11,4,0.2904,1895.99,temporary_bank_decline,card,2,False,0.3,retry,0.2492,0,temporary_bank_decline__retry,b2c_returning__retry,repeated_payment_failure,test
6084,1421,b2c_returning,530,11,4,0.2904,1895.99,temporary_bank_decline,card,2,False,0.3,reminder,0.3229,0,temporary_bank_decline__reminder,b2c_returning__reminder,repeated_payment_failure,test
6084,1421,b2c_returning,530,11,4,0.2904,1895.99,temporary_bank_decline,card,2,False,0.3,payment_link,0.2528,0,temporary_bank_decline__payment_link,b2c_returning__payment_link,repeated_payment_failure,test
6978,3317,b2c_returning,307,8,6,0.3018,1865.73,subscription_mandate_fail,upi,1,True,0.0,discount,0.0677,0,subscription_mandate_fail__discount,b2c_returning__discount,subscription_mandate_failure,test
6978,3317,b2c_returning,307,8,6,0.3018,1865.73,subscription_mandate_fail,upi,1,True,0.0,wait,0.0566,1,subscription_mandate_fail__wait,b2c_returning__wait,subscription_mandate_failure,test
6978,3317,b2c_returning,307,8,6,0.3018,1865.73,subscription_mandate_fail,upi,1,True,0.0,close,0.02,0,subscription_mandate_fail__close,b2c_returning__close,subscription_mandate_failure,test
6978,3317,b2c_returning,307,8,6,0.3018,1865.73,subscription_mandate_fail,upi,1,True,0.0,reminder,0.0631,0,subscription_mandate_fail__reminder,b2c_returning__reminder,subscription_mandate_failure,test
6978,3317,b2c_returning,307,8,6,0.3018,1865.73,subscription_mandate_fail,upi,1,True,0.0,payment_link,0.147,0,subscription_mandate_fail__payment_link,b2c_returning__payment_link,subscription_mandate_failure,test
1657,2121,b2c_new,299,9,4,0.2122,356.06,temporary_bank_decline,wallet,1,False,0.0,discount,0.6974,1,temporary_bank_decline__discount,b2c_new__discount,temporary_payment_failure,train
1657,2121,b2c_new,299,9,4,0.2122,356.06,temporary_bank_decline,wallet,1,False,0.0,wait,0.666,0,temporary_bank_decline__wait,b2c_new__wait,temporary_payment_failure,train
1657,2121,b2c_new,299,9,4,0.2122,356.06,temporary_bank_decline,wallet,1,False,0.0,close,0.2696,0,temporary_bank_decline__close,b2c_new__close,temporary_payment_failure,train
1657,2121,b2c_new,299,9,4,0.2122,356.06,temporary_bank_decline,wallet,1,False,0.0,retry,0.4063,0,temporary_bank_decline__retry,b2c_new__retry,temporary_payment_failure,train
1657,2121,b2c_new,299,9,4,0.2122,356.06,temporary_bank_decline,wallet,1,False,0.0,reminder,0.4217,1,temporary_bank_decline__reminder,b2c_new__reminder,temporary_payment_failure,train
1657,2121,b2c_new,299,9,4,0.2122,356.06,temporary_bank_decline,wallet,1,False,0.0,payment_link,0.3473,0,temporary_bank_decline__payment_link,b2c_new__payment_link,temporary_payment_failure,train
386,1710,b2c_new,619,9,3,0.0983,3758.2,customer_abandoned,wallet,1,False,0.0,discount,0.1123,1,customer_abandoned__discount,b2c_new__discount,checkout_abandonment,train
386,1710,b2c_new,619,9,3,0.0983,3758.2,customer_abandoned,wallet,1,False,0.0,wait,0.0444,0,customer_abandoned__wait,b2c_new__wait,checkout_abandonment,train
386,1710,b2c_new,619,9,3,0.0983,3758.2,customer_abandoned,wallet,1,False,0.0,close,0.0359,0,customer_abandoned__close,b2c_new__close,checkout_abandonment,train
386,1710,b2c_new,619,9,3,0.0983,3758.2,customer_abandoned,wallet,1,False,0.0,reminder,0.0155,0,customer_abandoned__reminder,b2c_new__reminder,checkout_abandonment,train
386,1710,b2c_new,619,9,3,0.0983,3758.2,customer_abandoned,wallet,1,False,0.0,payment_link,0.1024,1,customer_abandoned__payment_link,b2c_new__payment_link,checkout_abandonment,train
9826,3277,b2c_new,114,6,2,0.1568,4336.7,network_timeout,wallet,3,False,0.6,wait,0.1907,0,network_timeout__wait,b2c_new__wait,repeated_payment_failure,train
9826,3277,b2c_new,114,6,2,0.1568,4336.7,network_timeout,wallet,3,False,0.6,close,0.0548,0,network_timeout__close,b2c_new__close,repeated_payment_failure,train
9826,3277,b2c_new,114,6,2,0.1568,4336.7,network_timeout,wallet,3,False,0.6,retry,0.4506,0,network_timeout__retry,b2c_new__retry,repeated_payment_failure,train
9826,3277,b2c_new,114,6,2,0.1568,4336.7,network_timeout,wallet,3,False,0.6,reminder,0.4094,1,network_timeout__reminder,b2c_new__reminder,repeated_payment_failure,train
9826,3277,b2c_new,114,6,2,0.1568,4336.7,network_timeout,wallet,3,False,0.6,payment_link,0.215,0,network_timeout__payment_link,b2c_new__payment_link,repeated_payment_failure,train
4868,3162,b2b,279,7,3,0.1772,45579.78,temporary_bank_decline,upi,1,False,0.0,discount,0.0973,0,temporary_bank_decline__discount,b2b__discount,temporary_payment_failure,train
4868,3162,b2b,279,7,3,0.1772,45579.78,temporary_bank_decline,upi,1,False,0.0,wait,0.123,0,temporary_bank_decline__wait,b2b__wait,temporary_payment_failure,train
4868,3162,b2b,279,7,3,0.1772,45579.78,temporary_bank_decline,upi,1,False,0.0,close,0.1154,0,temporary_bank_decline__close,b2b__close,temporary_payment_failure,train
4868,3162,b2b,279,7,3,0.1772,45579.78,temporary_bank_decline,upi,1,False,0.0,retry,0.1189,0,temporary_bank_decline__retry,b2b__retry,temporary_payment_failure,train
4868,3162,b2b,279,7,3,0.1772,45579.78,temporary_bank_decline,upi,1,False,0.0,reminder,0.1241,0,temporary_bank_decline__reminder,b2b__reminder,temporary_payment_failure,train
4868,3162,b2b,279,7,3,0.1772,45579.78,temporary_bank_decline,upi,1,False,0.0,payment_link,0.2614,0,temporary_bank_decline__payment_link,b2b__payment_link,temporary_payment_failure,train
9536,1331,b2c_returning,69,1,1,0.0697,654.56,network_timeout,card,1,True,0.0,wait,0.5548,0,network_timeout__wait,b2c_returning__wait,temporary_payment_failure,test
9536,1331,b2c_returning,69,1,1,0.0697,654.56,network_timeout,card,1,True,0.0,close,0.2274,0,network_timeout__close,b2c_returning__close,temporary_payment_failure,test
9536,1331,b2c_returning,69,1,1,0.0697,654.56,network_timeout,card,1,True,0.0,retry,0.4144,1,network_timeout__retry,b2c_returning__retry,temporary_payment_failure,test
9536,1331,b2c_returning,69,1,1,0.0697,654.56,network_timeout,card,1,True,0.0,reminder,0.2567,0,network_timeout__reminder,b2c_returning__reminder,temporary_payment_failure,test
9536,1331,b2c_returning,69,1,1,0.0697,654.56,network_timeout,card,1,True,0.0,payment_link,0.4537,0,network_timeout__payment_link,b2c_returning__payment_link,temporary_payment_failure,test
5820,181,b2c_returning,36,0,0,0.2918,2168.75,temporary_bank_decline,card,1,False,0.0,discount,0.1113,0,temporary_bank_decline__discount,b2c_returning__discount,temporary_payment_failure,test
5820,181,b2c_returning,36,0,0,0.2918,2168.75,temporary_bank_decline,card,1,False,0.0,wait,0.1693,0,temporary_bank_decline__wait,b2c_returning__wait,temporary_payment_failure,test
5820,181,b2c_returning,36,0,0,0.2918,2168.75,temporary_bank_decline,card,1,False,0.0,close,0.0598,0,temporary_bank_decline__close,b2c_returning__close,temporary_payment_failure,test
5820,181,b2c_returning,36,0,0,0.2918,2168.75,temporary_bank_decline,card,1,False,0.0,retry,0.0904,0,temporary_bank_decline__retry,b2c_returning__retry,temporary_payment_failure,test
5820,181,b2c_returning,36,0,0,0.2918,2168.75,temporary_bank_decline,card,1,False,0.0,reminder,0.0515,0,temporary_bank_decline__reminder,b2c_returning__reminder,temporary_payment_failure,test
5820,181,b2c_returning,36,0,0,0.2918,2168.75,temporary_bank_decline,card,1,False,0.0,payment_link,0.0988,0,temporary_bank_decline__payment_link,b2c_returning__payment_link,temporary_payment_failure,test
4549,2483,b2c_new,188,5,0,0.0178,1298.23,customer_abandoned,upi,1,True,0.0,discount,0.1147,0,customer_abandoned__discount,b2c_new__discount,checkout_abandonment,train
4549,2483,b2c_new,188,5,0,0.0178,1298.23,customer_abandoned,upi,1,True,0.0,wait,0.048,0,customer_abandoned__wait,b2c_new__wait,checkout_abandonment,train
4549,2483,b2c_new,188,5,0,0.0178,1298.23,customer_abandoned,upi,1,True,0.0,close,0.0489,0,customer_abandoned__close,b2c_new__close,checkout_abandonment,train
4549,2483,b2c_new,188,5,0,0.0178,1298.23,customer_abandoned,upi,1,True,0.0,reminder,0.101,0,customer_abandoned__reminder,b2c_new__reminder,checkout_abandonment,train
4549,2483,b2c_new,188,5,0,0.0178,1298.23,customer_abandoned,upi,1,True,0.0,payment_link,0.1695,0,customer_abandoned__payment_link,b2c_new__payment_link,checkout_abandonment,train
6247,866,b2b,118,0,0,0.1815,15374.26,temporary_bank_decline,card,1,False,0.0,discount,0.0739,0,temporary_bank_decline__discount,b2b__discount,temporary_payment_failure,train
6247,866,b2b,118,0,0,0.1815,15374.26,temporary_bank_decline,card,1,False,0.0,wait,0.073,0,temporary_bank_decline__wait,b2b__wait,temporary_payment_failure,train
6247,866,b2b,118,0,0,0.1815,15374.26,temporary_bank_decline,card,1,False,0.0,close,0.0711,0,temporary_bank_decline__close,b2b__close,temporary_payment_failure,train
6247,866,b2b,118,0,0,0.1815,15374.26,temporary_bank_decline,card,1,False,0.0,retry,0.1351,0,temporary_bank_decline__retry,b2b__retry,temporary_payment_failure,train
6247,866,b2b,118,0,0,0.1815,15374.26,temporary_bank_decline,card,1,False,0.0,reminder,0.313,0,temporary_bank_decline__reminder,b2b__reminder,temporary_payment_failure,train
6247,866,b2b,118,0,0,0.1815,15374.26,temporary_bank_decline,card,1,False,0.0,payment_link,0.0889,1,temporary_bank_decline__payment_link,b2b__payment_link,temporary_payment_failure,train
9729,2295,b2c_new,254,2,0,0.0924,1452.72,card_expired,card,1,False,0.0,discount,0.0555,0,card_expired__discount,b2c_new__discount,temporary_payment_failure,train
9729,2295,b2c_new,254,2,0,0.0924,1452.72,card_expired,card,1,False,0.0,wait,0.053,0,card_expired__wait,b2c_new__wait,temporary_payment_failure,train
9729,2295,b2c_new,254,2,0,0.0924,1452.72,card_expired,card,1,False,0.0,close,0.0109,0,card_expired__close,b2c_new__close,temporary_payment_failure,train
9729,2295,b2c_new,254,2,0,0.0924,1452.72,card_expired,card,1,False,0.0,reminder,0.0348,0,card_expired__reminder,b2c_new__reminder,temporary_payment_failure,train
9729,2295,b2c_new,254,2,0,0.0924,1452.72,card_expired,card,1,False,0.0,payment_link,0.2007,1,card_expired__payment_link,b2c_new__payment_link,temporary_payment_failure,train
4437,2348,b2c_returning,202,5,2,0.1652,2816.28,card_expired,card,3,False,0.6,discount,0.0132,0,card_expired__discount,b2c_returning__discount,temporary_payment_failure,train
4437,2348,b2c_returning,202,5,2,0.1652,2816.28,card_expired,card,3,False,0.6,wait,0.0178,0,card_expired__wait,b2c_returning__wait,temporary_payment_failure,train
4437,2348,b2c_returning,202,5,2,0.1652,2816.28,card_expired,card,3,False,0.6,close,0.0083,0,card_expired__close,b2c_returning__close,temporary_payment_failure,train
4437,2348,b2c_returning,202,5,2,0.1652,2816.28,card_expired,card,3,False,0.6,reminder,0.014,0,card_expired__reminder,b2c_returning__reminder,temporary_payment_failure,train
4437,2348,b2c_returning,202,5,2,0.1652,2816.28,card_expired,card,3,False,0.6,payment_link,0.0342,1,card_expired__payment_link,b2c_returning__payment_link,temporary_payment_failure,train
6616,689,b2c_returning,20,1,0,0.2861,696.68,risk_block,upi,2,False,0.3,close,0.0034,0,risk_block__close,b2c_returning__close,temporary_payment_failure,train
6616,689,b2c_returning,20,1,0,0.2861,696.68,risk_block,upi,2,False,0.3,wait,0.0017,0,risk_block__wait,b2c_returning__wait,temporary_payment_failure,train
1762,3314,b2c_returning,164,1,0,0.0122,4137.58,network_timeout,netbanking,2,True,0.3,wait,0.256,1,network_timeout__wait,b2c_returning__wait,repeated_payment_failure,train
1762,3314,b2c_returning,164,1,0,0.0122,4137.58,network_timeout,netbanking,2,True,0.3,close,0.0616,0,network_timeout__close,b2c_returning__close,repeated_payment_failure,train
1762,3314,b2c_returning,164,1,0,0.0122,4137.58,network_timeout,netbanking,2,True,0.3,retry,0.3937,1,network_timeout__retry,b2c_returning__retry,repeated_payment_failure,train
1762,3314,b2c_returning,164,1,0,0.0122,4137.58,network_timeout,netbanking,2,True,0.3,reminder,0.1729,1,network_timeout__reminder,b2c_returning__reminder,repeated_payment_failure,train
1762,3314,b2c_returning,164,1,0,0.0122,4137.58,network_timeout,netbanking,2,True,0.3,payment_link,0.2041,0,network_timeout__payment_link,b2c_returning__payment_link,repeated_payment_failure,train
8999,2705,b2c_returning,421,12,0,0.3852,4258.2,temporary_bank_decline,upi,1,True,0.0,discount,0.345,0,temporary_bank_decline__discount,b2c_returning__discount,temporary_payment_failure,train
8999,2705,b2c_returning,421,12,0,0.3852,4258.2,temporary_bank_decline,upi,1,True,0.0,wait,0.3039,0,temporary_bank_decline__wait,b2c_returning__wait,temporary_payment_failure,train
8999,2705,b2c_returning,421,12,0,0.3852,4258.2,temporary_bank_decline,upi,1,True,0.0,close,0.1768,1,temporary_bank_decline__close,b2c_returning__close,temporary_payment_failure,train
8999,2705,b2c_returning,421,12,0,0.3852,4258.2,temporary_bank_decline,upi,1,True,0.0,retry,0.2986,0,temporary_bank_decline__retry,b2c_returning__retry,temporary_payment_failure,train
8999,2705,b2c_returning,421,12,0,0.3852,4258.2,temporary_bank_decline,upi,1,True,0.0,reminder,0.2482,0,temporary_bank_decline__reminder,b2c_returning__reminder,temporary_payment_failure,train
8999,2705,b2c_returning,421,12,0,0.3852,4258.2,temporary_bank_decline,upi,1,True,0.0,payment_link,0.2975,0,temporary_bank_decline__payment_link,b2c_returning__payment_link,temporary_payment_failure,train
9874,3471,b2c_new,174,2,1,0.2309,1788.47,temporary_bank_decline,upi,1,False,0.0,discount,0.2636,0,temporary_bank_decline__discount,b2c_new__discount,temporary_payment_failure,val
9874,3471,b2c_new,174,2,1,0.2309,1788.47,temporary_bank_decline,upi,1,False,0.0,wait,0.1722,0,temporary_bank_decline__wait,b2c_new__wait,temporary_payment_failure,val
9874,3471,b2c_new,174,2,1,0.2309,1788.47,temporary_bank_decline,upi,1,False,0.0,close,0.2534,0,temporary_bank_decline__close,b2c_new__close,temporary_payment_failure,val
9874,3471,b2c_new,174,2,1,0.2309,1788.47,temporary_bank_decline,upi,1,False,0.0,retry,0.1909,0,temporary_bank_decline__retry,b2c_new__retry,temporary_payment_failure,val
9874,3471,b2c_new,174,2,1,0.2309,1788.47,temporary_bank_decline,upi,1,False,0.0,reminder,0.1371,0,temporary_bank_decline__reminder,b2c_new__reminder,temporary_payment_failure,val
9874,3471,b2c_new,174,2,1,0.2309,1788.47,temporary_bank_decline,upi,1,False,0.0,payment_link,0.134,0,temporary_bank_decline__payment_link,b2c_new__payment_link,temporary_payment_failure,val
2839,2519,b2c_returning,65,0,0,0.168,1618.6,card_expired,wallet,1,False,0.0,discount,0.0842,0,card_expired__discount,b2c_returning__discount,temporary_payment_failure,test
2839,2519,b2c_returning,65,0,0,0.168,1618.6,card_expired,wallet,1,False,0.0,wait,0.0241,0,card_expired__wait,b2c_returning__wait,temporary_payment_failure,test
2839,2519,b2c_returning,65,0,0,0.168,1618.6,card_expired,wallet,1,False,0.0,close,0.0148,0,card_expired__close,b2c_returning__close,temporary_payment_failure,test
2839,2519,b2c_returning,65,0,0,0.168,1618.6,card_expired,wallet,1,False,0.0,reminder,0.0161,0,card_expired__reminder,b2c_returning__reminder,temporary_payment_failure,test
2839,2519,b2c_returning,65,0,0,0.168,1618.6,card_expired,wallet,1,False,0.0,payment_link,0.0608,1,card_expired__payment_link,b2c_returning__payment_link,temporary_payment_failure,test
9442,2711,b2b,572,6,2,0.2739,70598.84,temporary_bank_decline,card,1,True,0.0,discount,0.2438,0,temporary_bank_decline__discount,b2b__discount,temporary_payment_failure,val
