transaction_id,customer_id,segment,customer_age_days,lifetime_successful_txns,lifetime_failed_txns,risk_score,preferred_channel,amount,failure_type,payment_method,attempt_number,is_subscription,timestamp,contact_fatigue_score,event_type
8999,2705,b2c_returning,421,12,0,0.3852,none,4258.2,temporary_bank_decline,upi,1,True,2026-05-01 06:29:00,0.0,temporary_payment_failure
9874,3471,b2c_new,174,2,1,0.2309,sms,1788.47,temporary_bank_decline,upi,1,False,2026-05-01 06:43:00,0.0,temporary_payment_failure
2839,2519,b2c_returning,65,0,0,0.168,email,1618.6,card_expired,wallet,1,False,2026-05-01 07:01:00,0.0,temporary_payment_failure
9442,2711,b2b,572,6,2,0.2739,sms,70598.84,temporary_bank_decline,card,1,True,2026-05-01 07:28:00,0.0,temporary_payment_failure
3942,2199,b2c_new,163,2,1,0.1435,whatsapp,2052.92,customer_abandoned,upi,1,False,2026-05-01 07:29:00,0.0,checkout_abandonment
8257,1863,b2b,45,0,0,0.1199,whatsapp,21721.89,temporary_bank_decline,card,2,False,2026-05-01 07:34:00,0.3,repeated_payment_failure
8871,1023,b2b,242,6,3,0.0948,email,101203.29,risk_block,upi,1,False,2026-05-01 07:37:00,0.0,temporary_payment_failure
8807,2596,b2b,187,3,2,0.2269,email,126841.98,temporary_bank_decline,upi,2,True,2026-05-01 07:51:00,0.3,repeated_payment_failure
1558,2631,b2c_new,380,3,1,0.2427,whatsapp,1398.11,network_timeout,wallet,1,False,2026-05-01 07:54:00,0.0,temporary_payment_failure
3172,2740,b2c_returning,130,2,2,0.0974,email,1023.9,temporary_bank_decline,card,1,False,2026-05-01 07:57:00,0.0,temporary_payment_failure
4867,2751,b2c_new,169,3,2,0.1638,email,1319.67,customer_abandoned,netbanking,1,False,2026-05-01 08:00:00,0.0,checkout_abandonment
9556,920,b2c_returning,117,4,2,0.1875,email,849.58,network_timeout,card,3,True,2026-05-01 08:03:00,0.6,repeated_payment_failure
7468,2227,b2c_returning,497,14,5,0.1047,sms,5340.37,temporary_bank_decline,netbanking,1,False,2026-05-01 08:04:00,0.0,temporary_payment_failure
2693,1058,b2c_new,285,3,0,0.0983,sms,1415.58,customer_abandoned,upi,1,False,2026-05-01 08:44:00,0.0,checkout_abandonment
9294,3098,b2c_new,48,0,0,0.3062,none,132.59,temporary_bank_decline,netbanking,1,False,2026-05-01 08:44:00,0.0,temporary_payment_failure
1729,3159,b2b,304,9,1,0.1069,sms,21345.42,temporary_bank_decline,upi,1,False,2026-05-01 08:49:00,0.0,temporary_payment_failure
7224,1824,b2c_returning,95,2,1,0.2353,none,1438.51,network_timeout,netbanking,1,False,2026-05-01 08:49:00,0.0,temporary_payment_failure
6879,3421,b2c_returning,625,8,4,0.0827,sms,2761.35,risk_block,upi,1,False,2026-05-01 08:53:00,0.0,temporary_payment_failure
2985,594,b2c_returning,226,5,2,0.1444,whatsapp,3484.99,temporary_bank_decline,card,1,True,2026-05-01 08:54:00,0.0,temporary_payment_failure
3871,2574,b2c_returning,412,10,4,0.0822,email,2236.06,temporary_bank_decline,wallet,1,False,2026-05-01 09:00:00,0.0,temporary_payment_failure
3440,1442,b2c_new,147,2,2,0.3507,sms,424.76,temporary_bank_decline,netbanking,1,False,2026-05-01 09:10:00,0.0,temporary_payment_failure
5768,297,b2b,89,2,0,0.2968,email,224852.43,network_timeout,upi,1,False,2026-05-01 09:12:00,0.0,temporary_payment_failure
9050,854,b2b,67,2,0,0.2937,sms,99258.26,network_timeout,upi,1,False,2026-05-01 09:12:00,0.0,temporary_payment_failure
6051,1325,b2c_new,163,5,2,0.1526,email,4662.39,temporary_bank_decline,card,2,False,2026-05-01 09:17:00,0.3,repeated_payment_failure
5596,2209,b2c_new,258,4,5,0.2679,sms,1434.21,network_timeout,wallet,1,False,2026-05-01 09:26:00,0.0,temporary_payment_failure
9991,3083,b2c_returning,554,12,1,0.3654,sms,1305.3,temporary_bank_decline,netbanking,1,False,2026-05-01 09:29:00,0.0,temporary_payment_failure
6015,1452,b2c_returning,196,0,0,0.1945,whatsapp,8998.07,temporary_bank_decline,card,1,False,2026-05-01 09:34:00,0.0,temporary_payment_failure
5476,345,b2c_returning,236,5,1,0.0427,none,1484.56,temporary_bank_decline,upi,1,False,2026-05-01 09:35:00,0.0,temporary_payment_failure
4646,674,b2c_returning,190,5,1,0.0901,sms,2443.24,temporary_bank_decline,upi,1,False,2026-05-01 09:37:00,0.0,temporary_payment_failure
903,1149,b2c_new,11,0,0,0.1607,email,5141.58,network_timeout,wallet,1,True,2026-05-01 09:51:00,0.0,temporary_payment_failure
4533,757,b2c_new,68,2,1,0.1467,whatsapp,1282.17,temporary_bank_decline,card,2,False,2026-05-01 10:48:00,0.3,repeated_payment_failure
682,478,b2c_returning,42,1,1,0.1693,email,976.19,temporary_bank_decline,upi,1,False,2026-05-01 11:15:00,0.0,temporary_payment_failure
3553,2895,b2b,193,7,0,0.2502,whatsapp,27214.02,insufficient_funds,card,1,False,2026-05-01 11:24:00,0.0,temporary_payment_failure
2313,1993,b2c_new,362,7,1,0.1133,whatsapp,2510.37,subscription_mandate_fail,upi,1,True,2026-05-01 11:35:00,0.0,subscription_mandate_failure
5809,1202,b2c_returning,306,10,3,0.0605,email,2854.73,network_timeout,upi,1,False,2026-05-01 11:35:00,0.0,temporary_payment_failure
1562,2535,b2b,35,1,0,0.2522,email,37282.5,temporary_bank_decline,upi,1,False,2026-05-01 11:44:00,0.0,temporary_payment_failure
5266,2578,b2c_returning,47,2,0,0.2625,email,1376.21,network_timeout,card,1,False,2026-05-01 11:44:00,0.0,temporary_payment_failure
557,3180,b2c_returning,158,4,1,0.2254,whatsapp,4304.61,network_timeout,upi,1,False,2026-05-01 11:46:00,0.0,temporary_payment_failure
2897,1150,b2c_returning,211,3,0,0.2248,none,3515.7,subscription_mandate_fail,upi,1,True,2026-05-01 11:47:00,0.0,subscription_mandate_failure
7940,3421,b2c_returning,625,8,4,0.0827,sms,4220.88,network_timeout,wallet,1,False,2026-05-01 11:57:00,0.0,temporary_payment_failure
8014,1657,b2c_new,548,18,5,0.3527,whatsapp,996.06,customer_abandoned,upi,1,False,2026-05-01 11:59:00,0.0,checkout_abandonment
6057,3017,b2b,244,8,2,0.1902,none,83341.24,temporary_bank_decline,upi,1,False,2026-05-01 12:03:00,0.0,temporary_payment_failure
8925,1540,b2c_new,26,0,0,0.3153,sms,3405.86,temporary_bank_decline,upi,1,False,2026-05-01 12:05:00,0.0,temporary_payment_failure
3190,2370,b2c_returning,79,2,2,0.2744,sms,738.55,network_timeout,card,1,False,2026-05-01 12:13:00,0.0,temporary_payment_failure
667,2961,b2c_returning,240,3,0,0.2102,email,1434.16,network_timeout,upi,1,False,2026-05-01 12:19:00,0.0,temporary_payment_failure
3621,2178,b2c_returning,240,3,1,0.2085,whatsapp,1858.53,temporary_bank_decline,wallet,1,False,2026-05-01 12:22:00,0.0,temporary_payment_failure
3772,2580,b2b,768,17,9,0.0542,whatsapp,25964.35,network_timeout,netbanking,1,False,2026-05-01 12:31:00,0.0,temporary_payment_failure
543,2052,b2c_new,413,4,2,0.1274,email,1370.14,temporary_bank_decline,upi,1,False,2026-05-01 12:37:00,0.0,temporary_payment_failure
930,3450,b2c_returning,205,6,1,0.303,email,879.52,card_expired,card,1,False,2026-05-01 12:38:00,0.0,temporary_payment_failure
4152,1061,b2b,356,7,3,0.2438,email,104475.1,subscription_mandate_fail,card,1,True,2026-05-01 12:38:00,0.0,subscription_mandate_failure
7051,1436,b2b,36,0,0,0.1424,whatsapp,19780.28,customer_abandoned,netbanking,1,False,2026-05-01 12:39:00,0.0,checkout_abandonment
2071,3482,b2c_returning,48,1,1,0.182,email,4339.55,temporary_bank_decline,card,1,False,2026-05-01 12:50:00,0.0,temporary_payment_failure
5462,3437,b2c_new,123,3,1,0.2443,email,2219.78,subscription_mandate_fail,upi,1,True,2026-05-01 13:05:00,0.0,subscription_mandate_failure
9544,242,b2c_returning,180,4,1,0.1634,sms,3030.05,card_expired,wallet,1,False,2026-05-01 13:09:00,0.0,temporary_payment_failure
6487,1456,b2c_new,61,0,0,0.2522,email,1665.93,network_timeout,wallet,1,False,2026-05-01 13:13:00,0.0,temporary_payment_failure
6034,2188,b2c_returning,57,2,0,0.0937,email,2952.71,risk_block,card,1,False,2026-05-01 13:18:00,0.0,temporary_payment_failure
9795,2226,b2c_new,869,13,6,0.4087,whatsapp,1508.06,network_timeout,card,1,False,2026-05-01 13:22:00,0.0,temporary_payment_failure
845,2117,b2c_new,248,8,2,0.3594,sms,2454.71,card_expired,upi,1,False,2026-05-01 13:29:00,0.0,temporary_payment_failure
8775,3452,b2c_returning,478,15,3,0.0766,whatsapp,1981.57,network_timeout,card,3,False,2026-05-01 13:30:00,0.6,repeated_payment_failure
9924,1854,b2c_returning,488,12,8,0.0544,sms,1129.66,temporary_bank_decline,upi,1,True,2026-05-01 15:02:00,0.0,temporary_payment_failure
2052,742,b2c_new,271,5,1,0.4719,email,4487.14,card_expired,wallet,1,False,2026-05-01 15:06:00,0.0,temporary_payment_failure
8580,2566,b2c_new,339,4,1,0.1087,whatsapp,2602.81,temporary_bank_decline,card,1,False,2026-05-01 15:09:00,0.0,temporary_payment_failure
9748,450,b2c_returning,804,18,3,0.4916,whatsapp,2600.04,risk_block,card,3,False,2026-05-01 15:13:00,0.6,temporary_payment_failure
917,2135,b2c_returning,298,7,1,0.1643,sms,3211.9,insufficient_funds,card,1,False,2026-05-01 15:22:00,0.0,temporary_payment_failure
2466,1085,b2b,55,4,3,0.2833,whatsapp,27370.12,risk_block,netbanking,1,False,2026-05-01 15:39:00,0.0,temporary_payment_failure
4498,3400,b2c_returning,171,3,2,0.3042,sms,2990.03,network_timeout,upi,1,False,2026-05-01 15:44:00,0.0,temporary_payment_failure
5700,732,b2c_new,37,0,0,0.1059,email,1560.5,customer_abandoned,card,2,False,2026-05-01 15:45:00,0.3,checkout_abandonment
1293,1514,b2c_returning,79,0,0,0.2807,whatsapp,5618.25,card_expired,upi,1,True,2026-05-01 15:47:00,0.0,temporary_payment_failure
5178,1437,b2c_new,145,3,2,0.2458,sms,597.93,temporary_bank_decline,card,2,False,2026-05-01 15:48:00,0.3,repeated_payment_failure
5781,1237,b2c_new,205,6,2,0.3101,sms,2644.18,risk_block,upi,1,False,2026-05-01 16:20:00,0.0,temporary_payment_failure
479,2344,b2c_new,299,4,1,0.2021,email,1635.32,customer_abandoned,upi,1,False,2026-05-01 16:39:00,0.0,checkout_abandonment
7582,1611,b2c_new,378,5,0,0.4358,email,2824.59,customer_abandoned,upi,1,False,2026-05-01 16:51:00,0.0,checkout_abandonment
6486,2290,b2c_new,265,8,4,0.0936,email,1164.54,temporary_bank_decline,card,1,False,2026-05-01 16:57:00,0.0,temporary_payment_failure
7956,854,b2b,67,2,0,0.2937,sms,193751.15,temporary_bank_decline,upi,1,False,2026-05-01 16:59:00,0.0,temporary_payment_failure
1608,3348,b2c_returning,101,1,0,0.2745,sms,2232.15,subscription_mandate_fail,netbanking,1,True,2026-05-01 17:23:00,0.0,subscription_mandate_failure
7428,138,b2c_new,143,2,1,0.0964,whatsapp,4180.35,temporary_bank_decline,upi,3,False,2026-05-01 17:52:00,0.6,repeated_payment_failure
9316,1699,b2b,370,6,2,0.3586,whatsapp,28924.1,customer_abandoned,upi,1,False,2026-05-01 17:56:00,0.0,checkout_abandonment
5078,848,b2c_returning,117,4,2,0.158,none,4731.21,customer_abandoned,card,1,False,2026-05-01 18:05:00,0.0,checkout_abandonment
4726,946,b2c_new,105,3,0,0.1481,sms,601.17,network_timeout,card,1,False,2026-05-01 18:06:00,0.0,temporary_payment_failure
4811,34,b2c_new,339,13,2,0.2542,none,3197.59,customer_abandoned,card,1,False,2026-05-01 18:18:00,0.0,checkout_abandonment
5092,2338,b2c_new,223,4,0,0.3842,whatsapp,2397.74,temporary_bank_decline,card,1,False,2026-05-01 18:37:00,0.0,temporary_payment_failure
9687,2970,b2c_new,46,0,0,0.1769,whatsapp,1713.52,network_timeout,upi,1,False,2026-05-01 18:37:00,0.0,temporary_payment_failure
3304,2609,b2c_returning,195,6,0,0.1601,none,2040.12,network_timeout,upi,1,False,2026-05-01 18:39:00,0.0,temporary_payment_failure
4833,3187,b2c_returning,344,5,3,0.1544,whatsapp,656.41,temporary_bank_decline,upi,1,False,2026-05-01 19:00:00,0.0,temporary_payment_failure
7327,131,b2c_new,90,3,0,0.0361,whatsapp,2215.66,risk_block,wallet,2,False,2026-05-01 19:00:00,0.3,temporary_payment_failure
7780,3433,b2b,544,5,1,0.1726,whatsapp,61016.79,network_timeout,card,2,False,2026-05-01 20:21:00,0.3,repeated_payment_failure
6781,944,b2c_new,244,5,1,0.4193,email,1353.44,network_timeout,card,1,False,2026-05-01 20:33:00,0.0,temporary_payment_failure
3476,2932,b2c_new,181,7,4,0.0585,whatsapp,4940.02,card_expired,card,1,False,2026-05-01 20:33:00,0.0,temporary_payment_failure
1449,2950,b2c_returning,72,1,0,0.1452,email,1905.45,temporary_bank_decline,netbanking,1,False,2026-05-01 21:18:00,0.0,temporary_payment_failure
2203,1955,b2b,169,3,0,0.1181,whatsapp,30977.47,network_timeout,card,1,False,2026-05-01 21:21:00,0.0,temporary_payment_failure
9611,34,b2c_new,339,13,2,0.2542,none,2260.37,temporary_bank_decline,card,3,False,2026-05-01 21:35:00,0.6,repeated_payment_failure
7238,2415,b2c_new,215,2,3,0.2413,whatsapp,3359.65,subscription_mandate_fail,upi,3,True,2026-05-01 21:36:00,0.6,subscription_mandate_failure
6001,2922,b2c_new,184,6,1,0.1701,none,2605.97,customer_abandoned,card,1,False,2026-05-01 22:23:00,0.0,checkout_abandonment
3508,1017,b2c_returning,1002,18,2,0.0716,none,3381.28,temporary_bank_decline,card,1,False,2026-05-01 22:55:00,0.0,temporary_payment_failure
1199,1612,b2c_returning,32,1,0,0.1858,email,1842.39,subscription_mandate_fail,wallet,2,True,2026-05-01 23:03:00,0.3,subscription_mandate_failure
9194,2462,b2c_returning,510,8,3,0.1128,email,1373.12,customer_abandoned,wallet,1,False,2026-05-01 23:09:00,0.0,checkout_abandonment
5171,3465,b2c_returning,368,7,4,0.3092,none,3847.16,temporary_bank_decline,card,1,False,2026-05-01 23:34:00,0.0,temporary_payment_failure
9807,98,b2c_new,136,1,0,0.1327,sms,2323.07,subscription_mandate_fail,netbanking,2,True,2026-05-01 23:44:00,0.3,subscription_mandate_failure
6236,740,b2c_new,600,10,4,0.0991,none,2017.71,risk_block,upi,1,False,2026-05-02 00:06:00,0.0,temporary_payment_failure
8333,3269,b2b,376,3,0,0.3722,whatsapp,15228.37,card_expired,upi,1,False,2026-05-02 00:10:00,0.0,temporary_payment_failure
8952,2184,b2c_new,602,18,7,0.1245,none,3148.55,temporary_bank_decline,card,2,False,2026-05-02 00:11:00,0.3,repeated_payment_failure
2415,344,b2c_returning,356,2,0,0.0832,whatsapp,840.03,subscription_mandate_fail,card,2,True,2026-05-02 00:19:00,0.3,subscription_mandate_failure
9011,1871,b2c_new,414,11,5,0.2274,email,785.07,temporary_bank_decline,netbanking,1,False,2026-05-02 00:23:00,0.0,temporary_payment_failure
2495,722,b2c_new,236,6,0,0.0879,sms,3983.06,temporary_bank_decline,wallet,1,False,2026-05-02 00:53:00,0.0,temporary_payment_failure
319,3328,b2c_returning,242,5,3,0.0834,whatsapp,912.45,temporary_bank_decline,card,1,False,2026-05-02 00:56:00,0.0,temporary_payment_failure
8197,3311,b2b,935,21,7,0.3022,email,61357.55,temporary_bank_decline,upi,1,False,2026-05-02 01:22:00,0.0,temporary_payment_failure
5469,1569,b2c_new,255,12,1,0.0991,sms,1410.52,network_timeout,netbanking,2,False,2026-05-02 01:39:00,0.3,repeated_payment_failure
723,2375,b2c_new,120,3,1,0.1468,email,2458.81,subscription_mandate_fail,card,1,True,2026-05-02 02:01:00,0.0,subscription_mandate_failure
7013,3295,b2c_new,212,3,0,0.2187,sms,1096.83,card_expired,upi,3,False,2026-05-02 02:07:00,0.6,temporary_payment_failure
5249,409,b2c_new,388,5,2,0.2709,email,1799.82,temporary_bank_decline,netbanking,1,False,2026-05-02 02:18:00,0.0,temporary_payment_failure
5088,1259,b2c_returning,253,6,1,0.458,whatsapp,3429.15,card_expired,upi,1,False,2026-05-02 02:24:00,0.0,temporary_payment_failure
3254,1067,b2c_new,189,4,0,0.1035,sms,7072.37,temporary_bank_decline,upi,3,False,2026-05-02 02:46:00,0.6,repeated_payment_failure
2615,1505,b2c_returning,213,4,1,0.1742,sms,1849.61,temporary_bank_decline,upi,2,False,2026-05-02 02:55:00,0.3,repeated_payment_failure
2785,111,b2c_new,44,2,0,0.3055,email,5083.24,temporary_bank_decline,upi,1,False,2026-05-02 03:08:00,0.0,temporary_payment_failure
7653,1370,b2c_new,181,9,3,0.1294,email,971.42,card_expired,card,3,False,2026-05-02 03:22:00,0.6,temporary_payment_failure
3601,3422,b2c_new,163,5,0,0.3395,whatsapp,457.27,subscription_mandate_fail,upi,1,True,2026-05-02 03:49:00,0.0,subscription_mandate_failure
4585,1184,b2c_new,187,4,0,0.4013,email,6881.98,temporary_bank_decline,netbanking,1,False,2026-05-02 03:56:00,0.0,temporary_payment_failure
1922,1260,b2b,369,3,0,0.2058,email,25152.67,temporary_bank_decline,card,3,False,2026-05-02 04:05:00,0.6,repeated_payment_failure
9800,3225,b2c_new,108,4,0,0.2902,whatsapp,2418.04,risk_block,wallet,1,False,2026-05-02 04:07:00,0.0,temporary_payment_failure
400,1826,b2c_new,377,6,1,0.0385,whatsapp,2349.66,temporary_bank_decline,upi,2,False,2026-05-02 04:07:00,0.3,repeated_payment_failure
3700,342,b2b,36,1,0,0.3861,whatsapp,21592.44,network_timeout,card,1,False,2026-05-02 04:09:00,0.0,temporary_payment_failure
9699,1722,b2c_new,274,3,0,0.1636,email,4732.07,network_timeout,card,1,False,2026-05-02 05:37:00,0.0,temporary_payment_failure
4194,2135,b2c_returning,298,7,1,0.1643,sms,2107.61,temporary_bank_decline,card,1,False,2026-05-02 05:53:00,0.0,temporary_payment_failure
6164,770,b2c_returning,129,4,2,0.4011,email,418.18,network_timeout,card,1,False,2026-05-02 06:02:00,0.0,temporary_payment_failure
9437,811,b2c_new,98,1,0,0.0466,sms,1235.77,risk_block,netbanking,1,False,2026-05-02 06:07:00,0.0,temporary_payment_failure
4064,1401,b2c_new,303,6,2,0.0508,email,9489.51,temporary_bank_decline,card,1,False,2026-05-02 06:18:00,0.0,temporary_payment_failure
8067,365,b2c_returning,76,1,0,0.129,whatsapp,726.56,risk_block,card,1,False,2026-05-02 06:50:00,0.0,temporary_payment_failure
5918,3064,b2c_returning,99,2,1,0.1719,whatsapp,5223.85,temporary_bank_decline,wallet,1,False,2026-05-02 06:57:00,0.0,temporary_payment_failure
4035,664,b2c_new,390,5,4,0.2024,whatsapp,3944.65,network_timeout,upi,1,False,2026-05-02 07:00:00,0.0,temporary_payment_failure
8213,3099,b2c_new,64,1,1,0.2779,sms,776.99,network_timeout,upi,1,False,2026-05-02 07:14:00,0.0,temporary_payment_failure
271,1167,b2c_returning,138,7,1,0.1811,whatsapp,3420.39,temporary_bank_decline,upi,1,False,2026-05-02 07:29:00,0.0,temporary_payment_failure
1194,3386,b2c_returning,312,5,1,0.118,whatsapp,913.79,temporary_bank_decline,upi,1,True,2026-05-02 08:12:00,0.0,temporary_payment_failure
3439,2748,b2c_new,294,10,2,0.1675,email,150.05,card_expired,netbanking,1,True,2026-05-02 08:22:00,0.0,temporary_payment_failure
2840,2274,b2c_returning,131,2,1,0.0702,whatsapp,2379.65,temporary_bank_decline,card,1,False,2026-05-02 08:42:00,0.0,temporary_payment_failure
6765,3123,b2c_new,44,2,0,0.149,sms,3016.93,network_timeout,upi,2,False,2026-05-02 08:44:00,0.3,repeated_payment_failure
7820,200,b2c_new,95,0,0,0.1093,sms,1669.95,temporary_bank_decline,upi,1,True,2026-05-02 09:09:00,0.0,temporary_payment_failure
6695,2313,b2c_new,25,3,1,0.2305,sms,1394.46,temporary_bank_decline,upi,1,True,2026-05-02 09:19:00,0.0,temporary_payment_failure
9682,1651,b2c_new,97,1,0,0.2432,whatsapp,10985.03,network_timeout,card,1,False,2026-05-02 09:46:00,0.0,temporary_payment_failure
863,243,b2c_new,182,4,0,0.1888,whatsapp,2415.62,insufficient_funds,card,1,False,2026-05-02 09:46:00,0.0,temporary_payment_failure
1253,492,b2c_returning,46,2,2,0.185,email,479.22,risk_block,upi,2,True,2026-05-02 09:47:00,0.3,temporary_payment_failure
4307,1486,b2c_new,212,2,1,0.1577,none,891.62,temporary_bank_decline,card,2,False,2026-05-02 09:51:00,0.3,repeated_payment_failure
2296,2976,b2c_returning,178,1,0,0.2476,whatsapp,191.72,network_timeout,netbanking,1,False,2026-05-02 10:12:00,0.0,temporary_payment_failure
6667,319,b2c_new,116,4,0,0.1436,email,1823.35,customer_abandoned,upi,1,True,2026-05-02 10:24:00,0.0,checkout_abandonment
1909,1670,b2c_returning,92,0,0,0.3105,whatsapp,2452.67,temporary_bank_decline,wallet,2,False,2026-05-02 10:48:00,0.3,repeated_payment_failure
7237,1501,b2c_returning,231,6,1,0.1574,whatsapp,451.45,temporary_bank_decline,card,1,True,2026-05-02 10:56:00,0.0,temporary_payment_failure
2257,1094,b2c_new,154,3,2,0.1238,sms,3749.64,risk_block,upi,1,True,2026-05-02 11:09:00,0.0,temporary_payment_failure
1155,530,b2c_new,30,1,2,0.4744,whatsapp,4694.78,network_timeout,card,3,False,2026-05-02 11:13:00,0.6,repeated_payment_failure
831,1168,b2c_returning,274,5,1,0.1209,whatsapp,1002.4,customer_abandoned,card,1,True,2026-05-02 11:26:00,0.0,checkout_abandonment
6841,869,b2c_new,94,2,1,0.1071,email,2248.43,customer_abandoned,card,1,False,2026-05-02 11:37:00,0.0,checkout_abandonment
4551,356,b2c_returning,294,8,2,0.071,sms,1525.86,risk_block,upi,1,False,2026-05-02 12:05:00,0.0,temporary_payment_failure
1377,1901,b2c_returning,31,0,0,0.3057,email,2638.18,temporary_bank_decline,card,2,False,2026-05-02 12:13:00,0.3,repeated_payment_failure
519,1630,b2c_new,70,2,0,0.2619,whatsapp,664.27,card_expired,card,2,False,2026-05-02 12:13:00,0.3,temporary_payment_failure
4956,2357,b2c_new,1767,42,8,0.3772,sms,2099.51,card_expired,upi,1,False,2026-05-02 12:16:00,0.0,temporary_payment_failure
1565,909,b2c_new,461,13,5,0.2291,none,1499.98,subscription_mandate_fail,netbanking,1,True,2026-05-02 12:31:00,0.0,subscription_mandate_failure
6911,2981,b2c_returning,71,2,0,0.1378,email,288.49,temporary_bank_decline,upi,2,False,2026-05-02 12:35:00,0.3,repeated_payment_failure
3024,2941,b2b,505,15,5,0.3208,email,97656.34,subscription_mandate_fail,netbanking,1,True,2026-05-02 12:55:00,0.0,subscription_mandate_failure
2545,2335,b2c_new,491,11,1,0.0376,email,605.97,temporary_bank_decline,upi,1,False,2026-05-02 12:58:00,0.0,temporary_payment_failure
5658,1200,b2c_returning,73,1,0,0.3537,sms,6522.2,customer_abandoned,upi,1,False,2026-05-02 13:05:00,0.0,checkout_abandonment
5728,2631,b2c_new,380,3,1,0.2427,whatsapp,1199.44,card_expired,card,1,False,2026-05-02 13:13:00,0.0,temporary_payment_failure
7779,1347,b2c_new,532,11,6,0.1192,sms,4751.64,customer_abandoned,upi,3,False,2026-05-02 13:20:00,0.6,checkout_abandonment
2971,3355,b2c_new,184,5,2,0.1851,email,7825.58,temporary_bank_decline,card,1,False,2026-05-02 13:24:00,0.0,temporary_payment_failure
8805,1337,b2c_new,897,14,1,0.4241,whatsapp,1220.79,risk_block,netbanking,1,False,2026-05-02 13:35:00,0.0,temporary_payment_failure
