transaction_id,failure_type,amount,risk_score,attempt_number,contact_fatigue_score,segment,action,source,fallback_used,recovered,recovered_amount,intervention_cost,discount_amount,net_recovered_amount,escalation_required,terminal,policy
608,customer_abandoned,1957.34,0.1207,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
615,customer_abandoned,1639.75,0.1643,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
623,temporary_bank_decline,1235.64,0.4847,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,1112.076,0.0,123.56400000000002,1112.076,False,False,policy_a
630,customer_abandoned,1326.87,0.1965,3,0.6,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
647,network_timeout,1419.27,0.278,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
648,card_expired,1823.75,0.0936,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
659,network_timeout,3247.12,0.4388,1,0.0,b2c_new,retry,highest_expected_net_value,False,True,3247.12,2.0,0.0,3245.12,False,False,policy_a
666,temporary_bank_decline,1064.54,0.4241,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,958.086,0.0,106.45400000000001,958.086,False,False,policy_a
676,network_timeout,1069.21,0.1409,1,0.0,b2c_returning,retry,highest_expected_net_value,False,True,1069.21,2.0,0.0,1067.21,False,False,policy_a
683,subscription_mandate_fail,489.47,0.1794,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
688,network_timeout,3875.85,0.4916,1,0.0,b2c_returning,retry,highest_expected_net_value,False,True,3875.85,2.0,0.0,3873.85,False,False,policy_a
694,customer_abandoned,4463.28,0.2753,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
698,card_expired,1638.77,0.0704,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
701,network_timeout,1622.98,0.4125,2,0.3,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
716,customer_abandoned,601.79,0.1616,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
720,network_timeout,17476.69,0.2672,2,0.3,b2b,reminder,highest_expected_net_value,False,False,0.0,3.0,0.0,-3.0,False,False,policy_a
723,subscription_mandate_fail,2458.81,0.1468,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
733,card_expired,1330.98,0.0587,1,0.0,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
741,subscription_mandate_fail,1005.31,0.1652,2,0.3,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
756,network_timeout,487.3,0.0101,3,0.6,b2c_returning,payment_link,highest_expected_net_value,False,True,487.3,5.0,0.0,482.3,False,False,policy_a
759,temporary_bank_decline,1333.62,0.2679,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
763,customer_abandoned,1291.07,0.2969,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
765,temporary_bank_decline,1960.44,0.4117,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
769,card_expired,1388.09,0.5891,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
771,card_expired,2423.9,0.3467,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
779,network_timeout,1162.13,0.3508,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
789,network_timeout,551.64,0.0532,1,0.0,b2c_returning,retry,highest_expected_net_value,False,True,551.64,2.0,0.0,549.64,False,False,policy_a
795,temporary_bank_decline,53800.39,0.0716,1,0.0,b2b,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,True,False,policy_a
796,insufficient_funds,1589.4,0.41,3,0.6,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
804,insufficient_funds,1485.53,0.2747,1,0.0,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
809,subscription_mandate_fail,788.35,0.1669,1,0.0,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
810,network_timeout,955.07,0.1848,1,0.0,b2c_new,retry,highest_expected_net_value,False,True,955.07,2.0,0.0,953.07,False,False,policy_a
811,temporary_bank_decline,7548.3,0.1306,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,6793.47,0.0,754.83,6793.47,False,False,policy_a
815,temporary_bank_decline,2322.75,0.0696,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
816,network_timeout,1421.99,0.0355,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
820,subscription_mandate_fail,2758.15,0.121,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
826,customer_abandoned,3751.51,0.1354,1,0.0,b2c_returning,discount,highest_expected_net_value,False,True,3376.3590000000004,0.0,375.15100000000007,3376.3590000000004,False,False,policy_a
829,temporary_bank_decline,1727.6,0.1515,2,0.3,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
831,customer_abandoned,1002.4,0.1209,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
837,insufficient_funds,2780.37,0.0817,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
840,customer_abandoned,1818.73,0.1771,3,0.6,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
841,temporary_bank_decline,238.61,0.1562,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,214.74900000000002,0.0,23.861000000000004,214.74900000000002,False,False,policy_a
846,temporary_bank_decline,1332.18,0.0669,1,0.0,b2c_returning,retry,highest_expected_net_value,False,True,1332.18,2.0,0.0,1330.18,False,False,policy_a
849,temporary_bank_decline,788.22,0.134,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,709.398,0.0,78.822,709.398,False,False,policy_a
858,network_timeout,1822.45,0.2969,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,True,1822.45,5.0,0.0,1817.45,False,False,policy_a
867,temporary_bank_decline,595.49,0.2481,1,0.0,b2c_returning,retry,highest_expected_net_value,False,True,595.49,2.0,0.0,593.49,False,False,policy_a
874,temporary_bank_decline,1609.95,0.1289,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,1448.955,0.0,160.995,1448.955,False,False,policy_a
878,customer_abandoned,964.49,0.1702,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
917,insufficient_funds,3211.9,0.1643,1,0.0,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
919,temporary_bank_decline,91642.85,0.335,2,0.3,b2b,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,True,False,policy_a
922,customer_abandoned,9895.48,0.2403,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
923,temporary_bank_decline,2126.51,0.3508,3,0.6,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
933,risk_block,1663.08,0.1867,1,0.0,b2c_new,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
936,card_expired,1410.99,0.0347,2,0.3,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
945,card_expired,19439.93,0.2342,2,0.3,b2b,payment_link,highest_expected_net_value,False,True,19439.93,5.0,0.0,19434.93,False,False,policy_a
960,temporary_bank_decline,1135.41,0.1438,2,0.3,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
966,network_timeout,1926.75,0.1219,2,0.3,b2c_returning,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
979,customer_abandoned,357.75,0.2865,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
985,network_timeout,1213.79,0.184,1,0.0,b2c_new,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
986,temporary_bank_decline,1734.24,0.0249,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
990,temporary_bank_decline,6458.74,0.1784,2,0.3,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
1001,network_timeout,798.25,0.2494,1,0.0,b2c_new,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
1012,temporary_bank_decline,1420.95,0.1753,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,1278.855,0.0,142.095,1278.855,False,False,policy_a
1014,customer_abandoned,275.69,0.2991,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
1016,temporary_bank_decline,132259.7,0.2859,1,0.0,b2b,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,True,False,policy_a
1018,card_expired,11396.47,0.4917,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,True,11396.47,5.0,0.0,11391.47,False,False,policy_a
1022,temporary_bank_decline,1104.31,0.1289,1,0.0,b2c_returning,retry,highest_expected_net_value,False,False,0.0,2.0,0.0,-2.0,False,False,policy_a
1024,network_timeout,46136.29,0.2066,1,0.0,b2b,retry,highest_expected_net_value,False,True,46136.29,2.0,0.0,46134.29,False,False,policy_a
1041,risk_block,3896.77,0.2776,1,0.0,b2c_new,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
1048,temporary_bank_decline,163642.96,0.3577,1,0.0,b2b,wait,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,True,False,policy_a
1057,insufficient_funds,1259.93,0.1464,1,0.0,b2c_new,payment_link,highest_expected_net_value,False,False,0.0,5.0,0.0,-5.0,False,False,policy_a
1059,temporary_bank_decline,1013.92,0.0717,3,0.6,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
1064,temporary_bank_decline,1432.46,0.3418,1,0.0,b2c_new,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
1071,temporary_bank_decline,3037.97,0.1784,1,0.0,b2c_new,discount,highest_expected_net_value,False,True,2734.173,0.0,303.79699999999997,2734.173,False,False,policy_a
1076,temporary_bank_decline,6444.42,0.3104,1,0.0,b2c_returning,discount,highest_expected_net_value,False,True,5799.978,0.0,644.442,5799.978,False,False,policy_a
1086,temporary_bank_decline,5567.81,0.2133,1,0.0,b2c_returning,discount,highest_expected_net_value,False,False,0.0,0.0,0.0,0.0,False,False,policy_a
1097,temporary_bank_decline,1663.87,0.3157,2,0.3,b2c_new,discount,highest_expected_net_value,False,True,1497.483,0.0,166.387,1497.483,False,False,policy_a
