trace_id,timestamp,transaction_id,selected_action,decision_type,decision_reason,policy_version,model_version,decision_engine_version,rules_fired,escalation_required,terminal,selected_ev,selected_probability,m6_sendable,m6_channel,m6_fallback_used
93e2929d-c949-44f6-826c-52ea9cc5ff67,2026-09-02T19:39:03.144308Z,txn_phase2c_B,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,18.757546356613815,0.00034736196956692254,0,,0
7f6a98a2-a510-4ce5-974b-21d006b59975,2026-09-02T19:39:25.949884Z,txn_9E4M11,payment_link,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,649.2786876977135,0.035366415551227756,1,email,0
d8b7f4a9-86c9-4444-a7f8-1649a4285760,2026-09-02T19:40:51.631728Z,txn_phase2c_C,payment_link,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,744.7869488515869,0.04052902426224794,1,email,0
addc5864-67c3-4e91-a666-e722a44d83e4,2026-09-02T19:44:00.311119Z,txn_phase2c_D,payment_link,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,259.49437462843025,0.0551029947142563,1,sms,0
f64e1c9d-9057-447f-8afb-7682c9fa53f5,2026-09-02T19:47:15.900757Z,txn_phase2c_D,wait,ev_optimization,highest_expected_net_value_tiebreak,v1.0,M2_logistic_regression,v1.0,[],0,0,0.0,0.24147747628871322,0,,0
429e06df-0232-40ea-a8a6-a99a115f139f,2026-09-03T17:55:21.914493Z,txn_7F3K92,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,103.48789606198974,0.05174394803099487,0,,0
7df72c2f-eec4-40a4-a247-748e58ba920f,2026-09-03T17:55:27.654061Z,txn_7F3K92,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,103.48789606198974,0.05174394803099487,0,,0
afd13266-e546-4f44-a44a-a06162a594d6,2026-09-03T17:55:32.627457Z,txn_9E4M11,payment_link,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,649.2786876977135,0.035366415551227756,1,email,0
0f8b312b-0a96-478e-9d67-c59a4f4ed765,2026-09-03T17:55:38.963491Z,txn_3B8Z44,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,17.128834818292464,0.00031720064478319375,0,,0
ccb52263-6c4c-4c20-8149-9fbad3dd29a7,2026-09-03T17:55:40.774173Z,txn_5H2Q78,retry,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,1496.4191735654222,0.31217066115946296,1,whatsapp,0
4b64d96f-3f26-40cc-9b7c-d9eff2da2d1d,2026-09-03T17:55:47.430762Z,txn_7F3K92,discount,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,512.7724614442475,0.2848735896912486,1,email,0
1e30a306-ba2a-4fbb-bca4-6e8901869219,2026-09-03T17:56:07.757778Z,txn_7F3K92,discount,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,512.7724614442475,0.2848735896912486,1,email,0
1e3bfd23-e807-45b0-b55b-648e34478f75,2026-09-03T18:01:34.623560Z,PHASE3A-REAL-001,discount,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,349.10279478442595,0.34910279478442596,0,none,1
717d3be5-957a-43c3-b369-e29174ac043d,2026-09-03T18:06:08.240802Z,PHASE3A-REAL-001,discount,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,349.10279478442595,0.34910279478442596,0,none,1
0052d625-2c9e-4b75-b8a8-b7dc0b51a228,2026-09-03T18:07:44.525563Z,PHASE3A-SAFETY-999,discount,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,349.10279478442595,0.34910279478442596,0,none,1
942b957f-e5f4-4e71-903a-750513becae7,2026-09-03T18:25:13.645599Z,PHASE3B-TEMP-BANK,discount,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,349.10279478442595,0.34910279478442596,0,none,1
75713223-7a8b-407a-b3a0-12809bc626ce,2026-09-03T18:27:49.442635Z,txn_3B8Z44,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,17.128834818292464,0.00031720064478319375,0,,0
23d22c35-be4f-4897-b8c7-1db91f24c8a6,2026-09-03T18:29:46.321719Z,PHASE3B-RISK,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,1.610225675438762,0.001610225675438762,0,,0
00078d1c-0624-4be9-9b9a-a57a7572ca58,2026-09-03T18:31:06.922660Z,txn_5H2Q78,retry,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,1496.4191735654222,0.31217066115946296,1,whatsapp,0
7ef40f2b-7d08-4674-8748-cbc2cf87a269,2026-09-03T18:42:33.737620Z,PHASE3B-EXPIRED,payment_link,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,83.70875274798004,0.08870875274798004,1,sms,0
a56974be-02b9-448a-a616-084cea6d11f5,2026-09-03T18:43:13.020443Z,PHASE3B-INSUFFICIENT,payment_link,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,74.9775222182169,0.0799775222182169,1,whatsapp,0
7ea42d64-eb11-4b72-b433-02f95f897a5f,2026-09-03T19:07:35.436193Z,PHASE3C-NOACTION,no_action_required,terminal_no_action,already_recovered_terminal,v1.0,N/A,v1.0,[],0,1,,,0,,0
b6d5896c-af91-44c6-807e-21be45515688,2026-09-03T19:09:53.862617Z,PHASE3C-CLOSE,close,terminal_forced_action,terminal_recovery_window_expired,v1.0,N/A,v1.0,[],0,1,0.0,,0,,0
27dced6a-0854-41d1-b924-09642e483e9d,2026-09-03T19:30:26.373116Z,PHASE3C-RETRY,discount,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,292.7722277473015,0.3253024752747794,1,email,0
92cd1ef3-2f31-40b7-bad0-f4c1df8d4b82,2026-09-03T19:31:32.344272Z,PHASE3C-REMINDER,discount,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,292.7722277473015,0.3253024752747794,1,email,0
43952130-8191-4f11-a55d-55a7a46139f8,2026-09-03T19:32:47.983141Z,txn_3B8Z44,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,17.128834818292464,0.00031720064478319375,0,,0
8df508fe-e6ae-4748-9699-40028e058009,2026-09-03T19:33:08.523504Z,PHASE3C-ESCALATE,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,17.128834818292464,0.00031720064478319375,0,,0
679f48cb-b644-4aff-bfe8-3807d3af40f5,2026-09-03T19:37:24.785578Z,PHASE3C-RETRY-FATIGUE,retry,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,186.9076265836246,0.1889076265836246,1,email,0
ad3d8577-bfa7-4fe5-b421-de246c642176,2026-09-03T19:45:02.583352Z,PHASE3C-TEST-REMINDER,payment_link,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,159.46471387103364,0.3289294277420673,1,sms,0
267b2174-43b3-4bb8-917e-cbb9ae90bcee,2026-09-03T19:46:01.004143Z,PHASE3C-TEST-REMINDER,payment_link,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,159.46471387103364,0.3289294277420673,1,sms,0
2df80ff0-5df7-4e92-8f89-6654ab7c3b4e,2026-09-03T19:46:25.323261Z,PHASE3C-TEST-REMINDER,payment_link,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,159.46471387103364,0.3289294277420673,1,sms,0
315adaa0-0b27-4c3c-b488-c2fe78041d28,2026-09-03T19:50:27.573159Z,PHASE3C-REMINDER-LOWAMT,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,9.425513457609693,0.47127567288048466,0,,0
1d8b2cad-5115-45ca-959a-1bdddc858c86,2026-09-03T19:52:02.799548Z,PHASE3C-REMINDER-LOWAMT,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,9.425513457609693,0.47127567288048466,0,,0
1571830b-ddb1-4d9d-85d7-86f9eb017516,2026-09-03T19:59:57.902428Z,txn_3B8Z44,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,17.128834818292464,0.00031720064478319375,0,,0
cf91150b-8529-44e6-85ee-3d4a5b2f09cc,2026-09-03T20:03:21.119015Z,PHASE3D-INTEGRATION-001,discount,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,349.10279478442595,0.34910279478442596,0,none,1
14827a0c-f54e-403d-9391-fcb8b8a93666,2026-09-03T20:06:31.503538Z,txn_7F3K92,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,116.52284781627021,0.05826142390813511,0,,0
58b3927d-f16d-4ac5-af5f-92624eb2eed8,2026-09-03T20:08:23.038931Z,txn_7F3K92,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,127.38450601931103,0.06369225300965552,0,,0
99e645aa-f868-4799-b25e-b1de5c34fcf0,2026-09-03T20:17:45.120423Z,txn_7F3K92,discount,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,512.7724614442475,0.2848735896912486,1,email,0
ee0c81c7-8b06-46b9-beb1-249263d2b947,2026-09-03T20:41:15.041775Z,PHASE3D-INTEGRATION-001,payment_link,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,83.70875274798004,0.08870875274798004,1,email,0
6ccb92ea-e538-443e-8889-576621e2c18a,2026-09-03T20:47:31.962165Z,PHASE3D-INTEGRATION-001,payment_link,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,83.70875274798004,0.08870875274798004,1,sms,0
c59c9239-fd28-42af-9a10-96eeaac7ab9e,2026-09-03T20:52:57.514175Z,PHASE3D-INTEGRATION-002,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,30.43511616404489,0.0006087023232808977,0,,0
975588aa-e186-49cb-86e4-4cb0cdad8927,2026-09-03T21:04:13.055814Z,PHASE3D-CLOSE,no_action_required,terminal_no_action,already_recovered_terminal,v1.0,N/A,v1.0,[],0,1,,,0,,0
b4da2034-74e3-4300-95eb-406e2b0c3522,2026-09-03T21:07:17.230363Z,PHASE3D-NOACTION,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,19.134513263558024,0.19134513263558023,0,,0
9dfcf422-1765-4ce3-b8cd-1f855549e0e5,2026-09-03T21:08:51.221239Z,PHASE3D-RISK-001,wait,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],1,0,1.0013719125723268,0.0020027438251446535,0,,0
b8d7cc14-01d1-4194-af01-85db3db48765,2026-09-03T21:11:11.770741Z,PHASE3D-CLOSE,close,terminal_forced_action,terminal_recovery_window_expired,v1.0,N/A,v1.0,[],0,1,0.0,,0,,0
c0d84cfa-8ee3-45c1-9f8b-289a269ddaac,2026-09-03T21:14:16.750253Z,PHASE3D-NOACTION,no_action_required,terminal_no_action,already_recovered_terminal,v1.0,N/A,v1.0,[],0,1,,,0,,0
44067bae-8de8-4866-8bd5-18dfc57380b3,2026-09-03T21:15:19.668963Z,PHASE3D-NOACTION,no_action_required,terminal_no_action,already_recovered_terminal,v1.0,N/A,v1.0,[],0,1,,,0,,0
4f85d388-de46-4e4b-b1af-ae2c1751cf41,2026-09-03T21:23:04.290157Z,PHASE3D-FRESH-VERIFY-001,discount,ev_optimization,highest_expected_net_value,v1.0,M2_logistic_regression,v1.0,[],0,0,349.10279478442595,0.34910279478442596,0,none,1
